100 4950
27 37 81
27 38 96
27 39 96
27 40 100
27 41 80
27 42 92
27 43 87
27 44 87
27 45 97
27 46 96
27 47 95
27 48 98
27 49 86
27 50 83
27 51 93
27 52 100
27 53 100
27 54 92
27 55 83
27 56 83
27 57 98
27 58 98
27 59 92
27 60 100
27 61 93
27 62 80
27 63 82
27 64 84
27 65 98
27 66 93
27 67 98
27 68 89
27 69 90
27 70 93
27 71 81
27 72 96
27 73 95
27 74 100
27 75 87
27 76 81
27 77 87
27 78 88
27 79 82
27 80 94
27 81 81
27 82 89
27 83 85
27 84 89
27 85 98
27 86 94
27 87 93
27 88 89
27 89 95
27 90 101
27 91 94
27 92 81
27 93 85
27 94 84
27 95 97
27 96 93
27 97 84
27 98 87
27 99 90
28 29 88
28 30 91
28 31 85
28 32 101
28 33 86
28 34 81
28 35 83
28 36 95
28 37 94
28 38 82
28 39 100
28 40 98
28 41 89
28 42 100
28 43 82
28 44 96
28 45 96
28 46 90
28 47 82
28 48 89
28 49 91
28 50 92
28 51 89
28 52 88
28 53 82
28 54 86
28 55 96
28 56 94
28 57 91
28 58 86
28 59 81
28 60 100
28 61 96
28 62 96
28 63 81
28 64 84
28 65 80
28 66 84
28 67 95
28 68 94
28 69 82
28 70 92
28 71 95
28 72 94
28 73 82
28 74 88
28 75 100
28 76 97
28 77 97
28 78 101
28 79 85
28 80 94
28 81 95
28 82 94
28 83 82
28 84 90
28 85 95
28 86 100
28 87 93
28 88 89
28 89 80
28 90 87
28 91 85
28 92 94
28 93 98
28 94 93
28 95 91
28 96 90
28 97 88
28 98 94
28 99 87
29 30 94
29 31 82
29 32 101
29 33 99
29 34 85
29 35 93
29 36 80
29 37 94
29 38 97
29 39 101
29 40 92
29 41 98
29 42 101
29 43 90
29 44 91
29 45 90
29 46 92
29 47 85
29 48 82
29 49 95
29 50 97
29 51 97
29 52 96
29 53 85
29 54 86
29 55 99
29 56 89
29 57 83
29 58 89
29 59 95
29 60 82
29 61 94
29 62 96
29 63 81
29 64 91
29 65 82
29 66 96
29 67 81
29 68 90
29 69 89
29 70 93
29 71 82
29 72 88
29 73 96
29 74 89
29 75 84
29 76 91
29 77 82
29 78 89
29 79 99
29 80 81
29 81 96
29 82 87
29 83 83
29 84 88
29 85 91
29 86 96
29 87 99
29 88 95
29 89 92
29 90 88
29 91 95
29 92 101
29 93 80
29 94 93
29 95 89
29 96 89
29 97 88
29 98 96
29 99 81
30 31 90
30 32 87
30 33 88
30 34 81
30 35 86
30 36 80
30 37 99
30 38 92
30 39 80
30 40 93
30 41 98
30 42 84
30 43 91
30 44 100
30 45 80
30 46 82
30 47 88
30 48 91
30 49 87
30 50 89
30 51 94
30 52 97
30 53 82
30 54 85
30 55 93
30 56 85
30 57 96
30 58 92
30 59 94
30 60 88
30 61 85
30 62 92
30 63 96
30 64 87
30 65 85
30 66 89
30 67 95
30 68 96
30 69 90
30 70 93
30 71 95
30 72 101
30 73 99
30 74 91
30 75 85
30 76 92
30 77 88
30 78 95
30 79 86
30 80 101
30 81 99
30 82 86
30 83 81
30 84 85
30 85 81
30 86 80
30 87 88
30 88 90
30 89 98
30 90 89
30 91 97
30 92 84
30 93 83
30 94 83
30 95 88
30 96 80
30 97 93
30 98 85
30 99 82
31 32 91
31 33 90
31 34 97
31 35 99
31 36 95
31 37 100
31 38 98
31 39 95
31 40 94
31 41 83
31 42 99
31 43 84
31 44 87
31 45 89
31 46 82
31 47 93
31 48 94
31 49 95
31 50 95
31 51 82
31 52 94
31 53 98
31 54 81
31 55 94
31 56 80
31 57 80
31 58 85
31 59 83
31 60 97
31 61 93
31 62 95
31 63 89
31 64 88
31 65 81
31 66 90
31 67 100
31 68 86
31 69 89
31 70 86
31 71 94
31 72 97
31 73 93
31 74 81
31 75 95
31 76 97
31 77 101
31 78 81
31 79 81
31 80 101
31 81 96
31 82 99
31 83 93
31 84 86
31 85 85
31 86 83
31 87 83
31 88 85
31 89 83
31 90 88
31 91 91
31 92 95
31 93 99
31 94 95
31 95 84
31 96 89
31 97 96
31 98 92
31 99 90
32 33 96
32 34 88
32 35 92
32 36 87
32 37 91
32 38 91
32 39 98
32 40 89
32 41 87
32 42 100
32 43 100
32 44 97
32 45 92
32 46 99
32 47 82
32 48 92
32 49 90
32 50 90
32 51 83
32 52 96
32 53 86
32 54 81
32 55 88
32 56 100
32 57 91
32 58 98
32 59 87
32 60 96
32 61 80
32 62 91
32 63 96
32 64 98
32 65 91
32 66 85
32 67 99
32 68 92
32 69 101
32 70 87
32 71 92
32 72 92
32 73 85
32 74 84
32 75 80
32 76 95
32 77 81
32 78 86
32 79 95
32 80 97
32 81 92
32 82 82
32 83 89
32 84 87
32 85 88
32 86 88
32 87 91
32 88 81
32 89 94
32 90 97
32 91 83
32 92 82
32 93 92
32 94 92
32 95 93
32 96 87
32 97 90
32 98 86
32 99 101
33 34 92
33 35 80
33 36 93
33 37 82
33 38 86
33 39 95
33 40 95
33 41 96
33 42 88
33 43 101
33 44 94
33 45 86
33 46 90
33 47 92
33 48 89
33 49 90
33 50 93
33 51 95
33 52 100
33 53 81
33 54 99
33 55 97
33 56 84
33 57 86
33 58 89
33 59 90
33 60 95
33 61 82
33 62 95
33 63 90
33 64 81
33 65 89
33 66 83
33 67 100
33 68 94
33 69 97
33 70 97
33 71 98
33 72 86
33 73 85
33 74 101
33 75 93
33 76 81
33 77 90
33 78 97
33 79 87
33 80 101
33 81 98
33 82 83
33 83 90
33 84 81
33 85 95
33 86 92
33 87 96
33 88 86
33 89 84
33 90 83
33 91 93
33 92 89
33 93 81
33 94 80
33 95 99
33 96 97
33 97 95
33 98 91
33 99 94
34 35 84
34 36 81
34 37 92
34 38 88
34 39 96
34 40 97
34 41 81
34 42 95
34 43 83
34 44 81
34 45 80
34 46 88
34 47 91
34 48 87
34 49 91
34 50 96
34 51 86
34 52 87
34 53 90
34 54 99
34 55 80
34 56 98
34 57 80
34 58 84
34 59 89
34 60 92
34 61 99
34 62 92
34 63 89
34 64 92
34 65 94
34 66 82
34 67 84
34 68 81
34 69 100
34 70 86
34 71 89
34 72 101
34 73 86
34 74 97
34 75 94
34 76 83
34 77 87
34 78 88
34 79 101
34 80 81
34 81 92
34 82 86
34 83 92
34 84 92
34 85 86
34 86 83
34 87 95
34 88 100
34 89 96
34 90 86
34 91 86
34 92 86
34 93 90
34 94 101
34 95 80
34 96 87
34 97 88
34 98 97
34 99 99
35 36 95
35 37 91
35 38 81
35 39 87
35 40 84
35 41 83
35 42 84
35 43 88
35 44 82
35 45 99
35 46 87
35 47 100
35 48 100
35 49 87
35 50 89
35 51 98
35 52 91
35 53 91
35 54 95
35 55 91
35 56 88
35 57 82
35 58 94
35 59 86
35 60 94
35 61 101
35 62 93
35 63 88
35 64 87
35 65 100
35 66 91
35 67 82
35 68 97
35 69 82
35 70 80
35 71 91
35 72 101
35 73 88
35 74 96
35 75 90
35 76 90
35 77 93
35 78 94
35 79 95
35 80 97
35 81 98
35 82 90
35 83 88
35 84 89
35 85 85
35 86 92
35 87 91
35 88 82
35 89 95
35 90 96
35 91 80
35 92 92
35 93 91
35 94 90
35 95 99
35 96 92
35 97 94
35 98 89
35 99 97
36 37 88
36 38 90
36 39 83
36 40 93
36 41 87
36 42 96
36 43 100
36 44 88
36 45 100
36 46 90
36 47 100
36 48 89
36 49 93
36 50 89
36 51 83
36 52 81
36 53 95
36 54 90
36 55 81
36 56 91
36 57 92
36 58 91
36 59 83
36 60 80
36 61 84
36 62 81
36 63 84
36 64 94
36 65 86
36 66 82
36 67 80
36 68 87
36 69 81
36 70 94
36 71 98
36 72 83
36 73 85
36 74 86
36 75 84
36 76 88
36 77 95
36 78 100
36 79 91
36 80 85
36 81 83
36 82 91
36 83 81
36 84 80
36 85 86
36 86 90
36 87 100
36 88 85
36 89 82
36 90 101
36 91 93
36 92 97
36 93 88
36 94 96
36 95 87
36 96 91
36 97 81
36 98 90
36 99 80
37 38 85
37 39 95
37 40 92
37 41 80
37 42 93
37 43 99
37 44 101
37 45 86
37 46 96
37 47 98
37 48 94
37 49 88
37 50 89
37 51 86
37 52 87
37 53 92
37 54 94
37 55 80
37 56 94
37 57 90
37 58 86
37 59 83
37 60 82
37 61 98
37 62 84
37 63 87
37 64 101
37 65 85
37 66 88
37 67 97
37 68 89
37 69 89
37 70 99
37 71 97
37 72 85
37 73 85
37 74 91
37 75 94
37 76 90
37 77 86
37 78 93
37 79 85
37 80 97
37 81 89
37 82 101
37 83 88
37 84 87
37 85 98
37 86 101
37 87 95
37 88 94
37 89 84
37 90 88
37 91 96
37 92 89
37 93 96
37 94 85
37 95 101
37 96 94
37 97 91
37 98 92
37 99 97
38 39 89
38 40 95
38 41 93
38 42 88
38 43 98
38 44 80
38 45 89
38 46 82
38 47 94
38 48 97
38 49 95
38 50 87
38 51 92
38 52 87
38 53 84
38 54 98
38 55 85
38 56 92
38 57 94
38 58 84
38 59 101
38 60 94
38 61 82
38 62 86
38 63 99
38 64 85
38 65 83
38 66 101
38 67 85
38 68 87
38 69 101
38 70 97
38 71 85
38 72 96
38 73 100
38 74 93
38 75 92
38 76 82
38 77 98
38 78 86
38 79 84
38 80 85
38 81 89
38 82 83
38 83 88
38 84 93
38 85 83
38 86 101
38 87 92
38 88 94
38 89 91
38 90 96
38 91 94
38 92 99
38 93 85
38 94 88
38 95 101
38 96 82
38 97 93
38 98 93
38 99 95
39 40 85
39 41 94
39 42 98
39 43 96
39 44 88
39 45 84
39 46 88
39 47 83
39 48 89
39 49 81
39 50 99
39 51 100
39 52 99
39 53 100
39 54 93
39 55 88
39 56 84
39 57 85
39 58 80
39 59 80
39 60 91
39 61 97
39 62 91
39 63 92
39 64 100
39 65 89
39 66 87
39 67 86
39 68 93
39 69 86
39 70 84
39 71 92
39 72 101
39 73 84
39 74 92
39 75 89
39 76 85
39 77 88
39 78 99
39 79 93
39 80 84
39 81 89
39 82 85
39 83 84
39 84 87
39 85 100
39 86 96
39 87 81
39 88 93
39 89 81
39 90 81
39 91 100
39 92 100
39 93 81
39 94 99
39 95 101
39 96 84
39 97 98
39 98 96
39 99 88
40 41 90
40 42 80
40 43 82
40 44 85
40 45 87
40 46 80
40 47 94
40 48 92
40 49 89
40 50 91
40 51 98
40 52 93
40 53 80
40 54 100
40 55 100
40 56 86
40 57 81
40 58 93
40 59 90
40 60 90
40 61 82
40 62 95
40 63 85
40 64 83
40 65 99
40 66 91
40 67 90
40 68 100
40 69 97
40 70 95
40 71 98
40 72 91
40 73 97
40 74 90
40 75 101
40 76 92
40 77 80
40 78 88
40 79 82
40 80 98
40 81 88
40 82 94
40 83 95
40 84 94
40 85 100
40 86 100
40 87 86
40 88 81
40 89 97
40 90 83
40 91 80
40 92 85
40 93 89
40 94 95
40 95 99
40 96 89
40 97 85
40 98 86
40 99 83
41 42 89
41 43 88
41 44 96
41 45 100
41 46 97
41 47 96
41 48 81
41 49 97
41 50 84
41 51 88
41 52 81
41 53 85
41 54 97
41 55 86
41 56 99
41 57 89
41 58 88
41 59 88
41 60 93
41 61 89
41 62 86
41 63 87
41 64 86
41 65 88
41 66 84
41 67 82
41 68 97
41 69 96
41 70 95
41 71 99
41 72 94
41 73 85
41 74 98
41 75 86
41 76 99
41 77 93
41 78 82
41 79 80
41 80 83
41 81 94
41 82 89
41 83 84
41 84 89
41 85 95
41 86 88
41 87 95
41 88 99
41 89 84
41 90 95
41 91 90
41 92 86
41 93 90
41 94 87
41 95 84
41 96 97
41 97 87
41 98 81
41 99 94
42 43 85
42 44 84
42 45 82
42 46 86
42 47 87
42 48 99
42 49 94
42 50 81
42 51 97
42 52 98
42 53 91
42 54 91
42 55 96
42 56 92
42 57 92
42 58 85
42 59 89
42 60 88
42 61 95
42 62 87
42 63 84
42 64 93
42 65 99
42 66 86
42 67 85
42 68 94
42 69 80
42 70 82
42 71 84
42 72 82
42 73 93
42 74 92
42 75 100
42 76 90
42 77 90
42 78 98
42 79 81
42 80 85
42 81 86
42 82 96
42 83 99
42 84 82
42 85 97
42 86 101
42 87 81
42 88 85
42 89 82
42 90 81
42 91 99
42 92 97
42 93 91
42 94 92
42 95 97
42 96 83
42 97 95
42 98 94
42 99 83
43 44 91
43 45 83
43 46 97
43 47 98
43 48 89
43 49 85
43 50 95
43 51 83
43 52 85
43 53 82
43 54 98
43 55 94
43 56 101
43 57 92
43 58 90
43 59 84
43 60 94
43 61 95
43 62 89
43 63 92
43 64 85
43 65 84
43 66 100
43 67 101
43 68 95
43 69 86
43 70 86
43 71 86
43 72 92
43 73 92
43 74 88
43 75 99
43 76 100
43 77 98
43 78 97
43 79 85
43 80 95
43 81 85
43 82 95
43 83 91
43 84 84
43 85 92
43 86 84
43 87 94
43 88 98
43 89 83
43 90 80
43 91 81
43 92 91
43 93 99
43 94 84
43 95 80
43 96 84
43 97 87
43 98 83
43 99 101
44 45 83
44 46 92
44 47 80
44 48 85
44 49 95
44 50 88
44 51 83
44 52 89
44 53 90
44 54 96
44 55 101
44 56 83
44 57 89
44 58 89
44 59 96
44 60 97
44 61 90
44 62 90
44 63 86
44 64 86
44 65 86
44 66 94
44 67 86
44 68 93
44 69 96
44 70 83
44 71 83
44 72 81
44 73 98
44 74 87
44 75 100
44 76 100
44 77 97
44 78 81
44 79 95
44 80 86
44 81 92
44 82 87
44 83 85
44 84 89
44 85 83
44 86 81
44 87 91
44 88 88
44 89 86
44 90 96
44 91 92
44 92 98
44 93 99
44 94 89
44 95 92
44 96 98
44 97 87
44 98 83
44 99 89
45 46 84
45 47 99
45 48 94
45 49 87
45 50 97
45 51 91
45 52 82
45 53 100
45 54 84
45 55 98
45 56 99
45 57 97
45 58 84
45 59 89
45 60 88
45 61 86
45 62 92
45 63 95
45 64 87
45 65 91
45 66 90
45 67 99
45 68 82
45 69 96
45 70 95
45 71 93
45 72 100
45 73 98
45 74 97
45 75 91
45 76 99
45 77 98
45 78 91
45 79 85
45 80 86
45 81 82
45 82 88
45 83 95
45 84 96
45 85 89
45 86 84
45 87 84
45 88 93
45 89 90
45 90 97
45 91 93
45 92 88
45 93 85
45 94 83
45 95 93
45 96 80
45 97 97
45 98 83
45 99 82
46 47 81
46 48 82
46 49 80
46 50 95
46 51 90
46 52 84
46 53 91
46 54 80
46 55 81
46 56 100
46 57 88
46 58 94
46 59 95
46 60 92
46 61 88
46 62 101
46 63 91
46 64 91
46 65 82
46 66 86
46 67 90
46 68 90
46 69 87
46 70 81
46 71 96
46 72 97
46 73 84
46 74 95
46 75 89
46 76 98
46 77 83
46 78 99
46 79 83
46 80 93
46 81 95
46 82 84
46 83 90
46 84 86
46 85 100
46 86 83
46 87 84
46 88 100
46 89 97
46 90 98
46 91 86
46 92 100
46 93 98
46 94 97
46 95 91
46 96 88
46 97 93
46 98 86
46 99 81
47 48 85
47 49 82
47 50 99
47 51 83
47 52 98
47 53 89
47 54 95
47 55 95
47 56 94
47 57 93
47 58 82
47 59 83
47 60 91
47 61 80
47 62 95
47 63 100
47 64 80
47 65 88
47 66 89
47 67 91
47 68 82
47 69 91
47 70 90
47 71 89
47 72 90
47 73 93
47 74 97
47 75 86
47 76 80
47 77 88
47 78 82
47 79 95
47 80 99
47 81 100
47 82 101
47 83 92
47 84 87
47 85 89
47 86 95
47 87 83
47 88 97
47 89 80
47 90 93
47 91 80
47 92 90
47 93 88
47 94 94
47 95 95
47 96 88
47 97 97
47 98 89
47 99 89
48 49 81
48 50 80
48 51 96
48 52 87
48 53 87
48 54 95
48 55 100
48 56 95
48 57 97
48 58 98
48 59 85
48 60 86
48 61 81
48 62 85
48 63 87
48 64 90
48 65 94
48 66 87
48 67 97
48 68 82
48 69 83
48 70 88
48 71 85
48 72 89
48 73 100
48 74 94
48 75 87
48 76 87
48 77 84
48 78 94
48 79 85
48 80 99
48 81 85
48 82 93
48 83 89
48 84 86
48 85 98
48 86 92
48 87 93
48 88 90
48 89 89
48 90 92
48 91 93
48 92 96
48 93 97
48 94 82
48 95 100
48 96 84
48 97 100
48 98 84
48 99 88
49 50 96
49 51 83
49 52 82
49 53 81
49 54 80
49 55 82
49 56 97
49 57 82
49 58 89
49 59 101
49 60 81
49 61 90
49 62 87
49 63 89
49 64 92
49 65 96
49 66 99
49 67 90
49 68 96
49 69 81
49 70 92
49 71 96
49 72 91
49 73 80
49 74 82
49 75 88
49 76 95
49 77 89
49 78 81
49 79 99
49 80 85
49 81 81
49 82 90
49 83 82
49 84 88
49 85 92
49 86 86
49 87 83
49 88 80
49 89 99
49 90 89
49 91 83
49 92 87
49 93 82
49 94 85
49 95 95
49 96 95
49 97 98
49 98 93
49 99 80
50 51 88
50 52 101
50 53 88
50 54 91
50 55 90
50 56 86
50 57 98
50 58 99
50 59 84
50 60 97
50 61 84
50 62 91
50 63 85
50 64 101
50 65 96
50 66 80
50 67 89
50 68 98
50 69 83
50 70 83
50 71 97
50 72 85
50 73 81
50 74 92
50 75 80
50 76 95
50 77 97
50 78 89
50 79 89
50 80 84
50 81 83
50 82 85
50 83 93
50 84 90
50 85 81
50 86 98
50 87 86
50 88 91
50 89 94
50 90 86
50 91 83
50 92 90
50 93 94
50 94 95
50 95 89
50 96 100
50 97 83
50 98 89
50 99 100
51 52 101
51 53 100
51 54 92
51 55 89
51 56 82
51 57 96
51 58 95
51 59 86
51 60 89
51 61 93
51 62 98
51 63 100
51 64 98
51 65 101
51 66 85
51 67 86
51 68 93
51 69 82
51 70 83
51 71 85
51 72 84
51 73 82
51 74 86
51 75 88
51 76 96
51 77 84
51 78 81
51 79 84
51 80 80
51 81 99
51 82 88
51 83 95
51 84 98
51 85 98
51 86 82
51 87 84
51 88 92
51 89 90
51 90 92
51 91 93
51 92 93
51 93 85
51 94 93
51 95 87
51 96 86
51 97 80
51 98 88
51 99 98
52 53 99
52 54 89
52 55 81
52 56 85
52 57 94
52 58 80
52 59 86
52 60 91
52 61 82
52 62 99
52 63 86
52 64 99
52 65 80
52 66 86
52 67 98
52 68 88
52 69 85
52 70 91
52 71 90
52 72 89
52 73 87
52 74 100
52 75 80
52 76 95
52 77 86
52 78 95
52 79 84
52 80 86
52 81 81
52 82 84
52 83 84
52 84 99
52 85 89
52 86 87
52 87 88
52 88 97
52 89 100
52 90 92
52 91 81
52 92 97
52 93 83
52 94 98
52 95 97
52 96 83
52 97 99
52 98 81
52 99 89
53 54 89
53 55 91
53 56 86
53 57 80
53 58 100
53 59 92
53 60 95
53 61 92
53 62 81
53 63 99
53 64 92
53 65 80
53 66 90
53 67 90
53 68 86
53 69 99
53 70 84
53 71 101
53 72 95
53 73 98
53 74 100
53 75 81
53 76 84
53 77 81
53 78 89
53 79 91
53 80 98
53 81 80
53 82 99
53 83 97
53 84 96
53 85 93
53 86 98
53 87 95
53 88 91
53 89 92
53 90 97
53 91 83
53 92 99
53 93 83
53 94 96
53 95 96
53 96 99
53 97 87
53 98 95
53 99 82
54 55 85
54 56 80
54 57 81
54 58 85
54 59 94
54 60 101
54 61 90
54 62 99
54 63 100
54 64 84
54 65 82
54 66 81
54 67 90
54 68 94
54 69 84
54 70 97
54 71 91
54 72 89
54 73 96
54 74 99
54 75 87
54 76 89
54 77 94
54 78 84
54 79 97
54 80 92
54 81 97
54 82 89
54 83 98
54 84 81
54 85 101
54 86 97
54 87 84
54 88 82
54 89 100
54 90 98
54 91 83
54 92 95
54 93 84
54 94 89
54 95 86
54 96 84
54 97 89
54 98 85
54 99 82
55 56 88
55 57 86
55 58 99
55 59 89
55 60 82
55 61 86
55 62 87
55 63 97
55 64 89
55 65 88
55 66 86
55 67 93
55 68 84
55 69 89
55 70 87
55 71 86
55 72 91
55 73 86
55 74 96
55 75 100
55 76 99
55 77 101
55 78 100
55 79 91
55 80 82
55 81 84
55 82 100
55 83 87
55 84 96
55 85 86
55 86 82
55 87 83
55 88 84
55 89 89
55 90 84
55 91 83
55 92 86
55 93 93
55 94 84
55 95 98
55 96 88
55 97 80
55 98 101
55 99 92
56 57 100
56 58 83
56 59 91
56 60 101
56 61 88
56 62 81
56 63 83
56 64 97
56 65 97
56 66 85
56 67 91
56 68 86
56 69 98
56 70 87
56 71 87
56 72 93
56 73 90
56 74 81
56 75 97
56 76 80
56 77 94
56 78 87
56 79 84
56 80 83
56 81 94
56 82 95
56 83 94
56 84 98
56 85 92
56 86 96
56 87 88
56 88 99
56 89 87
56 90 81
56 91 95
56 92 93
56 93 95
56 94 96
56 95 96
56 96 86
56 97 100
56 98 81
56 99 90
57 58 86
57 59 89
57 60 92
57 61 80
57 62 81
57 63 95
57 64 83
57 65 94
57 66 99
57 67 97
57 68 85
57 69 97
57 70 80
57 71 87
57 72 90
57 73 93
57 74 82
57 75 82
57 76 84
57 77 81
57 78 87
57 79 100
57 80 91
57 81 92
57 82 83
57 83 87
57 84 98
57 85 92
57 86 97
57 87 98
57 88 100
57 89 82
57 90 88
57 91 86
57 92 90
57 93 99
57 94 100
57 95 94
57 96 96
57 97 99
57 98 89
57 99 97
58 59 87
58 60 91
58 61 96
58 62 101
58 63 98
58 64 101
58 65 97
58 66 94
58 67 80
58 68 89
58 69 101
58 70 81
58 71 82
58 72 96
58 73 81
58 74 85
58 75 100
58 76 90
58 77 93
58 78 86
58 79 87
58 80 88
58 81 80
58 82 95
58 83 95
58 84 96
58 85 82
58 86 85
58 87 80
58 88 97
58 89 89
58 90 87
58 91 96
58 92 84
58 93 82
58 94 96
58 95 94
58 96 92
58 97 85
58 98 97
58 99 97
59 60 88
59 61 87
59 62 99
59 63 96
59 64 97
59 65 96
59 66 97
59 67 92
59 68 82
59 69 99
59 70 84
59 71 84
59 72 96
59 73 81
59 74 92
59 75 84
59 76 80
59 77 80
59 78 97
59 79 95
59 80 96
59 81 88
59 82 87
59 83 82
59 84 100
59 85 81
59 86 98
59 87 92
59 88 93
59 89 83
59 90 91
59 91 91
59 92 88
59 93 85
59 94 90
59 95 97
59 96 100
59 97 95
59 98 93
59 99 84
60 61 100
60 62 88
60 63 98
60 64 85
60 65 99
60 66 97
60 67 93
60 68 91
60 69 87
60 70 88
60 71 93
60 72 88
60 73 83
60 74 88
60 75 83
60 76 97
60 77 88
60 78 90
60 79 101
60 80 98
60 81 81
60 82 85
60 83 94
60 84 92
60 85 89
60 86 86
60 87 81
60 88 80
60 89 97
60 90 100
60 91 87
60 92 81
60 93 99
60 94 94
60 95 83
60 96 93
60 97 94
60 98 98
60 99 96
61 62 89
61 63 87
61 64 94
61 65 91
61 66 82
61 67 101
61 68 93
61 69 97
61 70 97
61 71 98
61 72 88
61 73 90
61 74 99
61 75 100
61 76 92
61 77 85
61 78 89
61 79 90
61 80 89
61 81 88
61 82 99
61 83 82
61 84 97
61 85 97
61 86 86
61 87 84
61 88 93
61 89 89
61 90 96
61 91 101
61 92 99
61 93 81
61 94 94
61 95 82
61 96 82
61 97 94
61 98 81
61 99 89
62 63 95
62 64 91
62 65 84
62 66 96
62 67 84
62 68 92
62 69 93
62 70 97
62 71 84
62 72 101
62 73 94
62 74 88
62 75 83
62 76 100
62 77 84
62 78 90
62 79 85
62 80 83
62 81 97
62 82 80
62 83 80
62 84 101
62 85 90
62 86 87
62 87 89
62 88 83
62 89 90
62 90 90
62 91 89
62 92 97
62 93 89
62 94 85
62 95 92
62 96 101
62 97 101
62 98 93
62 99 93
63 64 97
63 65 80
63 66 101
63 67 100
63 68 97
63 69 97
63 70 98
63 71 85
63 72 83
63 73 94
63 74 87
63 75 99
63 76 89
63 77 96
63 78 91
63 79 85
63 80 91
63 81 98
63 82 96
63 83 90
63 84 96
63 85 93
63 86 88
63 87 82
63 88 83
63 89 91
63 90 95
63 91 99
63 92 98
63 93 88
63 94 92
63 95 92
63 96 85
63 97 101
63 98 101
63 99 82
64 65 101
64 66 85
64 67 83
64 68 83
64 69 98
64 70 97
64 71 91
64 72 101
64 73 81
64 74 96
64 75 87
64 76 90
64 77 84
64 78 86
64 79 96
64 80 95
64 81 82
64 82 85
64 83 87
64 84 85
64 85 98
64 86 86
64 87 98
64 88 84
64 89 92
64 90 94
64 91 81
64 92 80
64 93 97
64 94 96
64 95 87
64 96 96
64 97 85
64 98 83
64 99 99
65 66 96
65 67 98
65 68 81
65 69 98
65 70 100
65 71 99
65 72 101
65 73 100
65 74 86
65 75 88
65 76 95
65 77 83
65 78 80
65 79 84
65 80 89
65 81 101
65 82 83
65 83 90
65 84 95
65 85 87
65 86 84
65 87 101
65 88 81
65 89 101
65 90 96
65 91 92
65 92 95
65 93 95
65 94 87
65 95 81
65 96 87
65 97 86
65 98 85
65 99 92
66 67 97
66 68 101
66 69 97
66 70 82
66 71 100
66 72 86
66 73 87
66 74 100
66 75 96
66 76 99
66 77 97
66 78 93
66 79 83
66 80 87
66 81 82
66 82 88
66 83 92
66 84 85
66 85 84
66 86 84
66 87 91
66 88 86
66 89 97
66 90 85
66 91 85
66 92 82
66 93 87
66 94 101
66 95 96
66 96 98
66 97 97
66 98 89
66 99 84
67 68 99
67 69 83
67 70 84
67 71 93
67 72 83
67 73 92
67 74 101
67 75 84
67 76 86
67 77 86
67 78 86
67 79 88
67 80 94
67 81 98
67 82 97
67 83 86
67 84 82
67 85 87
67 86 100
67 87 98
67 88 87
67 89 86
67 90 96
67 91 93
67 92 97
67 93 90
67 94 87
67 95 100
67 96 93
67 97 91
67 98 90
67 99 81
68 69 99
68 70 100
68 71 101
68 72 98
68 73 99
68 74 81
68 75 85
68 76 94
68 77 95
68 78 90
68 79 91
68 80 81
68 81 85
68 82 88
68 83 84
68 84 94
68 85 88
68 86 83
68 87 94
68 88 90
68 89 88
68 90 101
68 91 83
68 92 91
68 93 92
68 94 96
68 95 85
68 96 94
68 97 100
68 98 84
68 99 89
69 70 92
69 71 80
69 72 92
69 73 100
69 74 90
69 75 100
69 76 91
69 77 100
69 78 95
69 79 89
69 80 84
69 81 82
69 82 95
69 83 87
69 84 91
69 85 83
69 86 80
69 87 94
69 88 90
69 89 89
69 90 101
69 91 91
69 92 91
69 93 85
69 94 89
69 95 97
69 96 94
69 97 90
69 98 92
69 99 87
70 71 101
70 72 99
70 73 98
70 74 99
70 75 97
70 76 92
70 77 84
70 78 92
70 79 101
70 80 93
70 81 85
70 82 94
70 83 99
70 84 100
70 85 101
70 86 89
70 87 89
70 88 83
70 89 99
70 90 86
70 91 91
70 92 101
70 93 81
70 94 95
70 95 80
70 96 101
70 97 92
70 98 96
70 99 92
71 72 86
71 73 98
71 74 91
71 75 84
71 76 91
71 77 85
71 78 83
71 79 96
71 80 95
71 81 80
71 82 101
71 83 97
71 84 83
71 85 81
71 86 92
71 87 87
71 88 90
71 89 80
71 90 97
71 91 92
71 92 90
71 93 85
71 94 97
71 95 92
71 96 88
71 97 88
71 98 92
71 99 81
72 73 100
72 74 93
72 75 95
72 76 87
72 77 96
72 78 80
72 79 100
72 80 88
72 81 94
72 82 80
72 83 90
72 84 87
72 85 92
72 86 91
72 87 98
72 88 92
72 89 90
72 90 94
72 91 98
72 92 99
72 93 89
72 94 92
72 95 88
72 96 87
72 97 98
72 98 87
72 99 96
73 74 97
73 75 92
73 76 100
73 77 92
73 78 89
73 79 89
73 80 81
73 81 94
73 82 99
73 83 94
73 84 95
73 85 96
73 86 90
73 87 84
73 88 99
73 89 93
73 90 96
73 91 94
73 92 88
73 93 89
73 94 84
73 95 93
73 96 97
73 97 81
73 98 90
73 99 92
74 75 95
74 76 84
74 77 89
74 78 89
74 79 90
74 80 101
74 81 100
74 82 90
74 83 87
74 84 98
74 85 93
74 86 92
74 87 94
74 88 92
74 89 85
74 90 98
74 91 80
74 92 88
74 93 94
74 94 91
74 95 81
74 96 87
74 97 97
74 98 86
74 99 84
75 76 89
75 77 91
75 78 101
75 79 101
75 80 82
75 81 88
75 82 88
75 83 100
75 84 82
75 85 88
75 86 82
75 87 83
75 88 94
